Overall Satisfaction,Attribute 00,Attribute 01,Attribute 02,Attribute 03,Attribute 04,Attribute 05,Attribute 06,Attribute 07,Attribute 08,Attribute 09,Attribute 10,Attribute 11,Attribute 12,Attribute 13,Attribute 14,Attribute 15,Attribute 16,Attribute 17,Attribute 18,Attribute 19,Weight
8,8,8,8,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.902462404
9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.611968774
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.861233919
8,8,7,7,9,8,8,9,9,8,8,7,7,8,8,8,8,4,8,8,4,0.072692359
7,7,7,7,8,7,7,8,7,6,7,7,6,7,7,7,7,6,7,7,6,0.192300314
8,8,8,8,8,,,,,,,,,,,,,,,,,0.894189372
8,10,8,8,10,8,8,8,10,9,8,8,8,6,8,8,9,5,8,8,6,0.792504557
8,7,8,8,9,7,7,8,7,7,7,7,7,7,7,7,8,8,7,7,8,0.249791768
8,8,9,8,9,10,10,9,9,7,9,9,7,8,10,8,10,9,10,10,8,0.66292455
7,7,7,7,10,8,10,10,10,9,9,9,8,10,10,8,8,8,8,5,8,0.555397972
5,5,6,5,9,5,6,6,7,7,7,7,6,7,5,5,7,3,4,6,5,0.477186296
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,10,0.15164136
8,9,9,8,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,8,7,0.766901111
8,8,8,8,10,8,7,7,8,8,8,7,7,8,7,8,8,5,8,8,5,0.395015013
8,7,10,8,10,9,8,10,10,6,9,8,8,8,9,9,9,9,10,10,9,0.404452347
7,7,7,7,9,7,9,10,8,7,6,7,7,8,8,7,10,5,7,7,5,0.004401672
7,7,7,7,7,8,7,8,8,7,7,7,7,7,7,7,8,8,8,8,8,0.636628413
9,8,8,7,10,8,8,8,8,8,10,8,6,10,10,5,9,10,8,8,10,0.845254105
7,7,7,6,9,5,7,7,6,4,6,6,4,6,6,8,7,6,7,7,7,0.949305509
6,6,7,6,7,6,5,5,5,5,5,5,5,6,6,5,5,5,6,6,5,0.216524983
8,8,9,7,9,9,9,9,9,7,8,7,7,8,9,8,9,6,9,9,7,0.868653644
8,8,8,7,10,8,8,8,8,8,8,8,6,8,5,7,8,6,8,8,6,0.858056933
9,10,10,8,10,9,8,10,10,9,8,9,10,10,10,8,10,9,10,10,10,0.24014147
8,8,8,8,9,8,8,8,8,7,7,8,7,7,7,8,8,6,7,7,6,0.798079211
9,10,10,9,10,10,10,10,10,10,9,9,10,10,10,10,10,8,10,10,9,0.918836495
9,9,8,8,10,6,9,9,9,9,8,8,8,9,9,9,8,8,9,9,9,0.820848997
6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,4,5,6,,0.949513899
10,10,10,10,10,10,10,10,10,9,10,10,8,10,10,9,10,9,10,10,9,0.073975352
10,10,10,10,10,8,8,10,8,10,10,10,10,10,10,10,10,8,8,8,8,0.319155685
7,8,8,,8,,,,,,,,,,,,,,,,,0.88641011
5,6,6,4,8,,,,,,,,,,,,,,,,,0.115444669
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,10,10,10,0.166525815
9,9,9,9,10,9,9,10,10,9,9,10,9,9,9,9,9,9,9,9,9,0.447720298
8,8,8,8,10,10,10,10,9,5,8,9,9,8,8,8,8,5,8,9,5,0.446357473
8,8,9,10,8,7,8,8,8,8,8,8,9,8,9,8,8,7,7,8,7,0.492427696
6,5,8,7,9,7,6,7,7,4,6,6,5,5,7,5,4,8,7,8,8,0.19170309
10,10,10,10,10,,,,,,,,,,,,,,,,,0.666211083
7,7,8,6,8,8,8,8,9,6,8,7,7,7,8,7,8,6,9,8,7,0.557504919
7,7,8,4,9,9,8,2,6,6,8,8,8,6,6,6,7,4,3,7,2,0.925018874
9,9,9,7,10,9,9,9,9,6,9,9,9,9,9,7,9,9,9,9,7,0.215359684
9,9,9,9,10,9,9,10,10,9,9,9,9,9,9,9,9,10,10,10,10,0.987536366
1,1,1,1,1,,,,,,,,,,,,,,,,,0.311381909
8,8,8,8,8,8,8,8,7,7,8,7,6,7,7,7,8,3,8,8,3,0.938386802
6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,4,0.890695377
7,7,8,8,10,7,8,8,8,7,8,8,7,8,9,7,8,7,8,8,7,0.908757437
7,7,6,6,7,7,7,8,8,8,7,7,8,8,8,6,7,7,7,7,7,0.201723424
7,8,9,8,10,7,7,8,8,6,6,6,6,6,7,7,8,8,8,8,8,0.594652863
8,8,8,9,8,8,8,9,8,8,8,8,7,8,8,8,8,7,8,8,7,0.313243536
8,8,8,8,7,9,9,9,8,8,8,8,9,8,8,8,8,8,9,8,9,0.428911716
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.878461268
7,8,8,8,9,9,8,9,9,7,8,7,8,9,9,9,9,7,9,9,7,0.342799841
8,8,8,8,9,9,9,9,9,7,8,8,9,9,9,9,9,9,9,9,9,0.518179693
8,8,9,8,10,,,,,,,,,,,,,,,,,0.133987194
7,7,7,7,9,6,7,7,7,6,6,7,7,7,6,6,7,6,6,6,6,0.210521326
8,8,8,7,10,9,8,10,9,10,10,9,9,9,10,9,9,8,9,9,8,0.088038624
5,5,8,4,6,8,8,8,8,5,7,7,8,6,1,7,8,5,8,8,5,0.454139305
9,9,9,9,10,9,10,10,9,10,9,9,8,9,10,9,9,3,8,9,5,0.055532014
8,8,8,9,9,8,9,9,9,8,9,9,9,9,10,7,9,8,9,9,9,0.907384575
9,8,8,7,10,8,8,9,10,8,7,7,8,8,9,10,8,7,7,9,8,0.049593352
6,8,7,6,10,8,7,8,10,5,8,7,8,8,8,10,9,8,7,9,8,0.303571571
9,9,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,8,0.691162473
7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,6,7,7,6,0.068723243
7,7,7,7,10,,,,,,,,,,,,,,,,,0.128036356
10,10,10,10,10,,,,,,,,,,,,,,,,,0.0455047
8,9,8,9,10,,,,,,,,,,,,,,,,,0.905220359
8,8,10,8,10,10,10,10,10,10,10,9,10,10,9,9,10,10,10,10,10,0.983037249
10,9,10,9,10,10,10,9,9,10,9,10,9,9,9,10,10,10,10,10,10,0.17125038
7,7,7,7,9,8,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,0.531057136
10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,,10,10,10,10,0.639077035
9,9,10,9,10,9,9,9,9,10,10,9,9,10,10,9,9,8,9,9,8,0.181968581
6,6,8,7,9,8,8,9,9,8,8,8,8,7,8,8,9,7,7,6,7,0.273534237
8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,7,0.934084158
8,8,8,8,10,9,9,9,8,8,9,9,9,8,9,5,7,7,9,9,8,0.445241848
7,7,7,6,8,8,8,8,9,8,8,8,8,8,8,8,6,4,4,9,5,0.136797266
6,6,8,6,8,8,8,7,7,7,7,8,8,6,6,5,9,9,8,8,8,0.327630797
7,7,7,7,8,7,8,8,8,6,7,8,8,8,5,7,8,8,7,8,8,0.401595112
7,8,8,8,10,8,8,8,8,7,7,7,6,8,7,7,7,5,7,8,5,0.232212293
9,9,9,9,10,8,8,9,9,8,9,9,8,9,9,8,9,7,8,8,7,0.47388292
7,7,6,5,10,,,,,,,,,,,,,,,,,0.508463138
7,7,8,8,10,,8,9,,8,7,7,8,8,7,7,7,6,8,8,8,0.438796667
8,8,10,7,8,9,9,9,9,8,9,9,8,9,8,5,9,6,9,9,8,0.465077428
8,9,8,8,8,,,,,,,,,,,,,,,,,0.994869281
5,5,5,5,5,,,,,,,,,,,,,,,,,0.857975697
7,7,7,7,8,7,8,7,7,7,7,7,7,7,7,6,7,5,6,7,,0.46879699
7,7,7,7,7,8,8,8,8,7,7,7,7,6,9,8,8,4,6,7,5,0.609298627
8,8,8,8,10,7,9,9,9,8,8,8,6,6,7,4,5,9,8,8,8,0.742879179
6,6,6,6,8,6,6,7,7,4,6,6,6,6,5,6,6,4,6,6,4,0.292545998
7,7,7,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,0.949364026
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.458534305
8,8,8,6,8,,8,8,8,8,7,8,7,8,7,8,8,8,8,8,8,0.93504148
7,5,8,5,9,,,,,,,,,,,,,,,,,0.940656698
8,8,8,7,9,8,8,7,7,7,7,8,8,7,9,8,9,7,7,8,7,0.142432523
6,5,6,6,9,6,9,9,9,8,8,9,4,8,4,9,9,6,5,9,6,0.030438101
9,9,9,9,10,9,9,9,9,10,10,10,10,10,10,10,10,9,9,9,10,0.334175457
7,8,8,7,10,9,9,9,9,8,8,7,7,8,8,8,9,8,9,9,8,0.239844281
7,7,7,6,7,7,7,7,7,8,8,7,9,8,8,5,7,5,7,5,5,0.35563202
9,9,9,9,10,10,10,10,10,9,10,10,10,10,9,9,9,9,10,10,9,0.38463631
8,9,8,10,9,,,,,,,,,,,,,,,,,0.124368374
10,10,10,10,10,,,,,,,,,,,,,,,,,0.323796237
8,8,8,7,9,8,8,8,8,9,8,8,,8,8,8,8,6,7,8,6,0.452139454
9,9,7,7,10,7,9,9,8,3,8,8,6,9,7,7,9,5,9,9,5,0.211958983
7,8,8,8,10,8,8,10,10,9,8,8,8,8,8,8,8,8,9,9,8,0.868991022
8,8,8,7,10,5,8,8,8,7,7,8,8,8,8,8,8,3,8,8,4,0.778077721
9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.300664687
10,9,9,8,10,9,9,10,9,10,10,9,8,8,9,10,10,8,9,9,7,0.256324126
8,8,10,6,10,10,10,10,10,9,9,7,8,7,5,9,10,8,10,9,8,0.990379151
8,8,9,9,10,9,8,8,9,8,8,9,8,8,9,9,9,7,8,9,6,0.76063858
10,10,10,10,10,10,10,10,10,,10,10,10,10,10,10,10,9,10,10,9,0.784939976
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.870758204
7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,7,9,5,6,9,0.36632061
10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,8,10,10,10,0.24836051
6,7,5,6,7,8,8,8,8,8,8,8,7,8,8,8,8,7,6,6,7,0.208288683
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.621474452
8,9,9,8,10,9,10,10,8,5,5,7,7,8,8,6,9,4,6,9,4,0.138226345
8,8,7,7,9,8,8,8,7,7,7,8,7,7,7,7,6,7,8,8,7,0.87280192
7,8,8,5,9,,,,,,,,,,,,,,,,,0.264638929
8,8,8,8,10,9,10,10,10,9,9,10,10,9,10,9,9,9,9,10,9,0.531299261
6,6,4,4,9,6,4,3,8,6,4,4,3,4,7,7,7,2,6,6,6,0.53377306
8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,7,8,8,8,0.998647725
10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,0.443166104
7,8,8,8,8,8,8,8,8,5,8,8,7,7,7,5,8,7,8,7,6,0.909952139
8,7,8,7,9,8,7,7,7,6,7,7,7,7,7,8,7,8,8,8,8,0.783332341
7,7,7,7,9,,,,,,,,,,,,,,,,,0.812795869
8,8,8,7,9,7,8,8,7,8,7,7,7,8,7,8,8,6,8,8,7,0.075942732
8,8,8,8,9,8,9,9,8,8,7,7,7,8,8,7,8,,8,8,8,0.98716453
8,8,8,8,10,7,9,9,9,8,8,8,8,8,8,5,9,5,8,8,7,0.531284471
7,7,8,6,9,6,8,8,8,5,5,6,6,7,8,8,8,1,7,7,3,0.366434951
7,7,8,8,6,8,9,9,7,7,7,6,8,8,7,8,8,5,7,8,6,0.57008838
3,4,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,0.007233224
10,10,10,10,10,10,9,10,9,10,10,10,10,10,10,8,10,5,9,10,9,0.823440318
8,7,8,7,8,9,8,10,8,6,6,7,8,8,7,5,8,8,9,9,7,0.770258181
8,8,8,8,10,,,,,,,,,,,,,,,,,0.911855853
9,8,5,6,9,8,9,9,9,6,6,7,7,7,7,6,6,6,2,8,6,0.150440821
7,7,8,7,9,7,8,7,,7,7,7,7,7,7,6,7,6,8,7,7,0.389498332
8,8,8,8,8,8,8,9,8,6,7,8,8,9,9,9,9,8,8,8,8,0.320586884
9,8,7,8,9,8,9,8,8,8,8,8,9,8,8,8,8,9,8,8,9,0.163427064
5,5,5,5,8,5,5,8,7,5,5,5,4,5,6,5,7,5,3,5,7,0.075153889
10,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,10,6,10,10,7,0.793783046
8,8,8,9,9,7,8,8,8,8,8,8,7,7,8,7,8,7,8,8,7,0.195166607
5,5,5,6,9,4,5,5,6,6,5,5,5,6,7,6,5,5,4,5,5,0.972635871
8,7,7,7,6,,,,,,,,,,,,,,,,,0.628741978
10,10,9,9,10,10,10,10,10,9,10,10,10,10,10,9,10,6,10,10,5,0.108691419
8,8,8,8,9,8,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,0.169865764
8,8,8,8,10,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,0.260560535
6,7,7,6,10,,6,7,6,6,5,6,6,6,6,6,6,8,8,6,6,0.88005559
9,9,10,9,10,9,10,10,9,9,9,9,9,9,10,10,10,9,9,9,9,0.317064628
7,7,10,7,9,,,,,,,,,,,,,,,,,0.810284961
7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,0.548703366
9,10,9,10,10,9,10,10,10,10,10,10,10,9,10,10,10,8,10,10,8,0.542171468
6,6,6,7,9,5,6,6,5,5,5,6,6,6,8,7,5,5,6,4,5,0.936281159
8,8,7,9,9,8,9,9,9,7,8,8,8,8,8,8,9,7,7,9,7,0.009323364
7,8,7,6,9,7,9,9,8,6,7,7,7,8,7,8,8,7,8,8,7,0.914145617
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,9,9,8,0.646370216
8,7,7,7,8,,,,,,,,,,,,,,,,,0.99938788
8,8,8,8,9,8,8,8,8,5,8,7,7,7,9,8,8,6,8,8,7,0.06252123
8,8,8,8,9,8,8,8,8,7,7,7,7,7,8,8,8,7,8,9,7,0.437908426
10,10,10,10,10,10,10,10,10,10,10,10,10,9,7,10,10,8,10,10,4,0.773280823
8,8,6,8,9,8,9,10,9,8,6,7,8,9,9,5,8,5,8,7,4,0.051718751
8,7,10,7,10,9,10,10,10,10,10,8,10,10,10,10,8,10,10,10,10,0.623133804
8,8,9,7,10,9,8,9,9,9,9,9,8,8,8,9,9,8,9,9,7,0.293924796
5,5,5,5,8,8,8,8,7,5,8,7,7,7,5,8,8,3,6,8,3,0.798775036
8,8,9,8,10,8,8,8,8,8,8,8,7,8,7,8,8,7,9,9,7,0.040032269
8,10,10,8,10,7,10,10,10,6,8,8,8,9,10,6,10,6,10,10,10,0.928363077
9,9,8,8,9,8,9,9,9,8,9,9,7,9,7,9,9,6,9,9,6,0.335202101
7,8,8,8,8,8,8,8,8,8,8,8,7,7,8,8,8,5,8,8,5,0.315071159
7,7,7,5,8,4,6,8,7,7,8,7,8,8,,,,,6,6,,0.319667212
8,8,8,8,10,8,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,0.60813579
9,9,9,8,10,8,8,8,9,5,7,7,8,6,8,9,9,5,8,8,5,0.573033774
9,9,9,7,10,,,,,,,,,,,,,,,,,0.398857975
7,8,8,7,10,8,9,9,9,7,8,8,6,9,8,8,9,8,9,9,8,0.240806853
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.426575964
8,8,8,8,10,8,9,9,9,8,8,8,7,7,7,8,9,8,9,9,8,0.973915727
8,6,6,6,10,6,7,8,7,4,7,6,6,6,6,4,10,4,7,7,4,0.362888488
9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,0.074870663
7,6,7,6,7,,,,,,,,,,,,,,,,,0.6839021
9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,0.610496817
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.542232281
7,5,7,4,9,8,8,8,10,9,9,9,5,9,10,10,10,6,9,9,6,0.68382045
6,7,10,7,10,7,8,8,6,5,5,7,8,9,9,9,9,8,9,9,9,0.01518092
8,9,10,9,10,9,9,9,9,6,7,6,6,8,9,9,9,9,9,9,8,0.456672493
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.632170218
8,8,8,5,10,,,,,,,,,,,,,,,,,0.11368539
7,7,7,4,9,,,,,,,,,,,,,,,,,0.876072981
7,7,7,7,8,7,6,6,6,8,7,7,4,6,6,6,8,3,7,7,3,0.501985149
10,10,10,10,10,10,10,10,10,9,10,10,8,9,,10,10,9,10,10,9,0.360280405
9,9,10,10,10,10,10,10,9,9,9,10,9,10,9,10,10,10,9,9,10,0.133016775
7,7,6,6,9,7,8,8,8,6,8,6,6,7,4,5,6,6,8,7,7,0.375616454
6,7,8,6,8,6,6,8,8,8,8,8,5,8,8,8,8,5,6,8,6,0.584769873
7,7,8,7,10,7,8,8,8,7,7,7,7,6,8,8,8,7,7,7,,0.939809079
8,7,7,9,10,8,8,9,9,9,9,9,9,9,9,9,8,6,7,7,6,0.403109837
5,5,5,4,,5,5,4,4,5,5,4,4,4,3,4,4,5,6,5,5,0.575416142
8,8,9,8,9,9,9,9,9,8,8,8,9,9,8,8,10,7,9,9,7,0.819396157
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.511597073
9,9,9,8,9,9,9,9,9,9,9,9,8,8,8,8,9,8,9,9,7,0.046544795
9,9,9,9,10,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,0.19786843
8,8,9,8,9,6,8,9,8,5,6,7,5,8,8,8,8,7,7,7,7,0.679906923
7,7,7,6,9,,,,,,,,,,,,,,,,,0.673592638
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8,8,6,0.356488072
5,5,8,5,8,8,8,8,8,5,5,8,8,5,8,7,8,3,8,8,3,0.945801189
9,8,8,9,10,9,9,9,10,8,8,8,8,9,9,8,9,9,10,10,9,0.104948803
7,7,8,6,7,8,8,8,8,8,8,8,7,8,7,6,8,6,7,7,6,0.983679028
5,5,5,5,7,7,5,7,7,5,5,5,7,7,7,5,7,5,7,7,6,0.676942423
9,9,9,9,10,9,9,9,9,9,9,9,9,8,10,9,10,1,9,9,3,0.564075914
1,1,1,1,1,,,,,,,,,,,,,,,,,0.80340104
7,7,8,8,9,8,8,7,8,8,9,9,9,8,8,8,8,5,9,9,8,0.092621633
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,10,10,8,0.216804139
8,6,7,8,8,7,8,8,7,6,6,6,7,6,8,7,7,5,7,7,5,0.169729313
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,10,10,4,0.932300999
9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.825743539
7,7,7,6,8,,,,,,,,,,,,,,,,,0.904535757
10,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,8,10,10,9,0.890957148
7,7,7,7,10,,,,,,,,,,,,,,,,,0.711530109
9,9,9,8,10,8,8,8,8,8,8,8,8,8,7,8,8,6,9,9,8,0.188789198
8,8,8,8,8,8,8,8,5,5,6,7,7,7,7,7,8,8,8,8,8,0.374983537
8,8,8,8,8,,,,,,,,,,,,,,,,,0.281394781
4,4,5,4,9,,,,,,,,,,,,,,,,,0.331084375
7,8,9,7,10,8,8,7,8,6,8,8,7,8,9,8,9,7,8,8,7,0.875139115
8,8,8,8,9,8,8,8,7,7,7,8,7,9,9,8,8,8,8,7,8,0.371289668
8,8,8,8,10,9,9,9,6,8,8,8,6,8,10,8,10,9,10,10,8,0.364896342
7,7,7,7,7,7,7,8,7,6,6,7,6,6,7,7,7,7,7,7,7,0.780129206
8,8,8,7,9,8,8,9,7,5,7,7,7,8,8,8,8,6,8,8,7,0.499213406
5,5,5,5,8,,,,,,,,,,,,,,,,,0.505976825
7,7,7,7,10,7,9,9,8,8,8,8,7,7,7,7,8,8,8,8,8,0.626458737
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,0.114124396
6,6,8,5,10,7,7,7,7,5,5,6,7,7,8,8,8,5,5,8,6,0.538473298
10,9,9,8,10,8,8,10,10,9,9,8,7,8,7,8,9,10,8,8,10,0.501871708
8,8,8,7,8,8,7,7,8,8,7,6,7,6,7,7,8,6,8,8,6,0.002235602
8,9,9,9,10,7,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,0.116032622
9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.506767484
7,7,9,7,10,7,8,8,8,7,8,7,7,7,7,7,8,5,6,7,5,0.978754676
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0.32958265
10,10,10,10,10,,,,,,,,,,,,,,,,,0.695717134
10,10,10,10,10,,,,,,,,,,,,,,,,,0.518436294
9,9,9,8,10,10,10,10,10,9,8,8,10,10,10,10,10,9,10,10,9,0.344826558
8,8,8,8,10,9,9,8,9,6,7,8,8,8,9,9,7,9,9,9,9,0.933963861
9,9,9,9,10,9,10,10,9,9,9,9,9,9,9,9,9,8,9,9,8,0.144894844
9,9,9,9,10,9,9,9,10,8,9,9,9,9,9,10,10,6,9,9,7,0.139734779
8,9,9,9,10,9,9,9,9,8,8,8,9,9,9,9,9,7,9,9,8,0.234418849
8,9,9,9,10,9,9,10,10,10,10,10,10,10,9,9,9,7,9,9,8,0.437243399
10,10,10,10,10,10,10,10,10,5,7,7,9,9,9,9,8,7,8,10,8,0.012232632
9,9,9,9,9,9,9,9,9,9,9,9,8,9,9,9,9,7,9,9,7,0.848711477
8,8,8,8,9,8,8,8,8,6,6,7,7,7,7,8,8,7,8,8,8,0.035314469
8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,0.240971052
8,8,8,7,10,,,,,,,,,,,,,,,,,0.088206738
8,9,9,8,10,8,9,9,9,8,8,8,7,8,9,6,7,7,8,8,7,0.07401707
8,8,6,8,8,6,7,8,8,6,8,8,8,8,8,8,7,6,8,8,5,0.251134585
9,9,9,9,9,8,9,9,9,8,9,9,8,9,9,9,9,8,9,9,8,0.212710722
9,9,9,7,10,9,10,10,9,9,9,9,9,9,7,9,9,9,9,9,9,0.930261131
10,10,10,10,10,,,,,,,,,,,,,,,,,0.021439432
9,9,9,9,10,9,9,9,9,8,8,9,,8,8,7,,8,9,8,9,0.733570551
7,8,8,8,10,8,10,10,8,10,8,10,10,8,10,9,9,8,8,8,8,0.953011683
7,7,7,7,8,8,6,7,8,7,7,7,7,7,4,8,8,4,5,8,4,0.252535928
8,8,8,8,10,8,8,8,8,7,7,8,10,8,8,9,7,6,8,8,6,0.878401485
8,8,8,8,10,8,8,8,8,8,8,8,8,8,9,9,9,6,8,8,6,0.564464368
8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,9,6,8,8,7,0.937280458
6,7,5,5,9,6,7,9,8,6,7,7,7,7,9,7,8,2,9,10,5,0.229614699
10,10,10,9,10,9,9,10,10,10,10,10,10,10,10,9,10,10,10,10,10,0.234554749
7,7,7,8,10,8,5,8,8,3,3,3,7,8,7,7,9,9,8,8,9,0.682600628
10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,8,10,10,9,0.88434474
6,6,6,6,4,8,8,8,8,5,6,6,5,7,7,9,6,2,5,6,2,0.084167065
9,9,9,10,10,9,9,9,9,9,9,9,8,9,10,10,9,9,9,9,9,0.443109669
5,5,5,5,8,6,7,7,6,6,5,4,6,6,6,6,6,4,6,6,3,0.730900192
,6,5,4,7,,,,,,,,,,,,,,,,,0.435600774
6,6,7,7,8,7,8,9,8,8,9,8,9,8,9,7,8,8,8,8,7,0.59869085
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.409702192
8,8,8,9,10,9,9,9,9,7,8,9,8,,8,8,8,8,9,9,9,0.745457743
10,9,9,9,10,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9,0.146708761
9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,9,9,7,9,9,8,0.518618824
9,9,10,10,10,8,8,9,9,10,10,10,10,10,8,8,8,6,9,9,8,0.43700833
9,9,9,9,10,9,10,10,9,7,8,8,7,8,10,8,8,9,9,9,9,0.983562952
8,8,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,0.551222
8,8,8,8,10,7,8,8,7,7,8,8,7,8,8,8,6,5,7,8,5,0.264165674
8,8,8,8,10,8,8,8,8,6,8,8,6,8,8,8,8,4,7,7,8,0.411859055
5,5,3,5,7,6,5,1,6,6,6,5,4,5,6,4,7,5,6,7,5,0.669953173
8,7,7,6,10,8,7,10,,4,5,6,4,7,7,5,9,6,8,8,8,0.491127874
7,8,7,7,9,,,,,,,,,,,,,,,,,0.706303365
9,9,9,9,10,9,9,10,9,9,9,9,8,9,9,8,9,9,9,9,9,0.239198901
8,8,9,8,10,,,,,,,,,,,,,,,,,0.172756671
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.822265637
8,8,8,8,9,8,7,8,7,8,8,8,8,8,8,8,8,3,7,8,5,0.3114492
4,4,6,6,7,5,5,6,6,3,3,4,2,4,6,5,5,2,4,6,3,0.03799298
7,7,7,6,9,7,7,9,7,7,7,7,8,7,7,7,8,5,7,7,5,0.198369056
6,8,7,5,8,8,8,8,8,7,7,7,8,7,7,5,7,3,6,8,5,0.399253245
7,7,7,7,8,7,,,,,7,7,7,7,8,6,8,6,7,7,,0.666254618
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,0.52976707
8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0.151071528
8,8,8,9,10,9,9,9,9,9,9,9,8,9,9,9,9,7,8,9,7,0.012345736
8,8,8,8,9,7,8,8,8,7,8,8,7,7,8,8,8,7,7,8,7,0.144191213
8,8,9,8,10,7,8,8,8,9,8,8,7,7,9,8,9,5,8,8,5,0.432337683
8,8,8,7,10,8,8,8,9,7,8,5,9,9,8,7,9,5,8,9,6,0.550699296
7,7,8,7,10,7,7,8,8,6,5,7,6,7,7,7,7,7,7,7,7,0.087368514
7,7,7,7,9,7,9,9,8,6,8,8,8,8,9,8,8,8,8,8,8,0.769877891
8,8,8,7,10,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.100497167
8,8,7,6,3,7,7,8,8,6,6,6,6,7,5,7,7,6,6,6,6,0.877260027
8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,8,8,8,8,0.839970018
8,8,8,6,10,8,8,8,8,8,8,8,8,8,8,6,8,8,6,8,8,0.577703541
10,10,10,10,10,,,,,,,,,,,,,,,,,0.486887809
10,10,10,9,10,10,10,10,10,10,10,10,9,10,10,10,10,9,10,10,9,0.833589358
8,8,8,7,5,9,8,8,8,8,8,8,8,8,7,8,7,7,7,9,7,0.067991665
8,8,6,8,10,9,9,9,9,7,8,9,8,9,8,8,9,8,9,9,8,0.05311468
7,7,5,7,10,8,9,9,8,8,8,8,7,8,8,8,8,7,8,8,7,0.217759749
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,9,0.71790348
